"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 20 09:33:45 CEST 2021","Tue Jul 20 09:33:58 CEST 2021","12858","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint DE @SC2A | {""articlenumber"":""FA012000001""}","SC2A Hint DE @SC2A | {""articlenumber"":""FA012000001""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 10:03:22 CEST 2021","Tue Jul 20 10:03:36 CEST 2021","13952","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint CH @SC2A | {""articlenumber"":""FA012000001""}","SC2A Hint CH @SC2A | {""articlenumber"":""FA012000001""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:39:36 CEST 2021","Tue Jul 20 09:39:51 CEST 2021","14096","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint AU @SC2A | {""articlenumber"":""LA012000002""}","SC2A Hint AU @SC2A | {""articlenumber"":""LA012000002""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:53:06 CEST 2021","Tue Jul 20 09:54:21 CEST 2021","75266","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint NZ @SC2A | {""articlenumber"":""FA012000001""}","SC2A Hint NZ @SC2A | {""articlenumber"":""FA012000001""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:56:28 CEST 2021","Tue Jul 20 09:56:48 CEST 2021","20189","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint PL @SC2A | {""articlenumber"":""FA020116800""}","SC2A Hint PL @SC2A | {""articlenumber"":""FA020116800""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 10:01:45 CEST 2021","Tue Jul 20 10:02:03 CEST 2021","17946","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint SE @SC2A | {""articlenumber"":""FA020116800""}","SC2A Hint SE @SC2A | {""articlenumber"":""FA020116800""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:49:36 CEST 2021","Tue Jul 20 09:49:56 CEST 2021","19900","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint LT @SC2A | {""articlenumber"":""LA012000002""}","SC2A Hint LT @SC2A | {""articlenumber"":""LA012000002""}","tests if the SC2A hint is displayed"
"failed","Tue Jul 20 09:35:12 CEST 2021","Tue Jul 20 09:35:39 CEST 2021","26802","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint US @SC2A | {""articlenumber"":""FA012000001""}","SC2A Hint US @SC2A | {""articlenumber"":""FA012000001""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:44:03 CEST 2021","Tue Jul 20 09:44:16 CEST 2021","13565","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint FR @SC2A | {""articlenumber"":""FA012000001""}","SC2A Hint FR @SC2A | {""articlenumber"":""FA012000001""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:58:23 CEST 2021","Tue Jul 20 09:58:36 CEST 2021","13039","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint PT @SC2A | {""articlenumber"":""HA042000001""}","SC2A Hint PT @SC2A | {""articlenumber"":""HA042000001""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:41:52 CEST 2021","Tue Jul 20 09:42:05 CEST 2021","13071","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint DK @SC2A | {""articlenumber"":48690113540}","SC2A Hint DK @SC2A | {""articlenumber"":48690113540}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:41:39 CEST 2021","Tue Jul 20 09:41:52 CEST 2021","13051","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint DK @SC2A | {""articlenumber"":""HA042000001""}","SC2A Hint DK @SC2A | {""articlenumber"":""HA042000001""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:57:48 CEST 2021","Tue Jul 20 09:58:09 CEST 2021","20306","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint PT @SC2A | {""articlenumber"":""FA020116800""}","SC2A Hint PT @SC2A | {""articlenumber"":""FA020116800""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:42:20 CEST 2021","Tue Jul 20 09:42:39 CEST 2021","19349","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint FI @SC2A | {""articlenumber"":""FA020116800""}","SC2A Hint FI @SC2A | {""articlenumber"":""FA020116800""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:38:06 CEST 2021","Tue Jul 20 09:38:20 CEST 2021","13327","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint AT @SC2A | {""articlenumber"":48690113540}","SC2A Hint AT @SC2A | {""articlenumber"":48690113540}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:50:41 CEST 2021","Tue Jul 20 09:50:57 CEST 2021","15492","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint LU @SC2A | {""articlenumber"":""HA042000001""}","SC2A Hint LU @SC2A | {""articlenumber"":""HA042000001""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 10:00:26 CEST 2021","Tue Jul 20 10:00:47 CEST 2021","21072","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint ES @SC2A | {""articlenumber"":""FA020116800""}","SC2A Hint ES @SC2A | {""articlenumber"":""FA020116800""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:46:16 CEST 2021","Tue Jul 20 09:46:35 CEST 2021","18697","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint LT @SC2A | {""articlenumber"":""FA020116800""}","SC2A Hint LT @SC2A | {""articlenumber"":""FA020116800""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:37:53 CEST 2021","Tue Jul 20 09:38:06 CEST 2021","12799","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint AT @SC2A | {""articlenumber"":""HA042000001""}","SC2A Hint AT @SC2A | {""articlenumber"":""HA042000001""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:24:24 CEST 2021","Tue Jul 20 09:33:45 CEST 2021","560510","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint DE @SC2A | {""articlenumber"":""FA020116800""}","SC2A Hint DE @SC2A | {""articlenumber"":""FA020116800""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:58:50 CEST 2021","Tue Jul 20 09:59:04 CEST 2021","13625","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint PT @SC2A | {""articlenumber"":""LA012000002""}","SC2A Hint PT @SC2A | {""articlenumber"":""LA012000002""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:49:21 CEST 2021","Tue Jul 20 09:49:36 CEST 2021","14906","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint LT @SC2A | {""articlenumber"":48690113540}","SC2A Hint LT @SC2A | {""articlenumber"":48690113540}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 10:03:50 CEST 2021","Tue Jul 20 10:04:05 CEST 2021","14241","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint CH @SC2A | {""articlenumber"":48690113540}","SC2A Hint CH @SC2A | {""articlenumber"":48690113540}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 10:04:05 CEST 2021","Tue Jul 20 10:04:19 CEST 2021","13428","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint CH @SC2A | {""articlenumber"":""LA012000002""}","SC2A Hint CH @SC2A | {""articlenumber"":""LA012000002""}","tests if the SC2A hint is displayed"
"failed","Tue Jul 20 09:35:40 CEST 2021","Tue Jul 20 09:36:05 CEST 2021","24922","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint US @SC2A | {""articlenumber"":""HA042000001""}","SC2A Hint US @SC2A | {""articlenumber"":""HA042000001""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:46:01 CEST 2021","Tue Jul 20 09:46:13 CEST 2021","12177","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint IT @SC2A | {""articlenumber"":""LA012000002""}","SC2A Hint IT @SC2A | {""articlenumber"":""LA012000002""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:43:08 CEST 2021","Tue Jul 20 09:43:24 CEST 2021","16523","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint FI @SC2A | {""articlenumber"":48690113540}","SC2A Hint FI @SC2A | {""articlenumber"":48690113540}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:45:33 CEST 2021","Tue Jul 20 09:45:47 CEST 2021","13695","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint IT @SC2A | {""articlenumber"":""HA042000001""}","SC2A Hint IT @SC2A | {""articlenumber"":""HA042000001""}","tests if the SC2A hint is displayed"
"passed","Tue Jul 20 09:39:51 CEST 2021","Tue Jul 20 09:40:10 CEST 2021","19324","","Check if product name is available for SC2A compatible products:","","Check if product name is available for SC2A compatible products:","SC2A Hint CA @SC2A | {""articlenumber"":""FA020116800""}","SC2A Hint CA @SC2A | {""articlenumber"":""FA020116800""}","tests if the SC2A hint is displayed"
